episode,reward,length,epsilon,pellets,win
1,314.5499999999906,849,0.9995,28,0
2,405.5499999999905,849,0.9990002500000001,32,0
3,378.54999999999063,849,0.9985007498750001,32,0
4,388.54999999999495,849,0.9980014995000627,32,0
5,387.55000000000194,849,0.9975024987503127,32,0
6,375.55000000000217,849,0.9970037475009376,32,0
7,375.550000000004,849,0.9965052456271871,31,0
8,387.5500000000043,849,0.9960069930043736,32,0
9,406.55000000000916,849,0.9955089895078715,32,0
10,403.5499999999905,849,0.9950112350131176,32,0
11,388.5499999999907,849,0.9945137293956111,32,0
12,412.5500000000024,849,0.9940164725309134,32,0
13,329.5499999999908,849,0.993519464294648,29,0
14,372.5499999999964,849,0.9930227045625007,31,0
15,180.54999999999052,849,0.9925261932102195,21,0
16,395.55000000000314,849,0.9920299301136144,32,0
17,346.5499999999973,849,0.9915339151485576,31,0
18,395.5500000000123,849,0.9910381481909833,32,0
19,400.54999999999126,849,0.990542629116888,32,0
20,274.54999999999274,849,0.9900473578023296,26,0
21,383.5499999999978,849,0.9895523341234285,32,0
22,395.55000000000484,849,0.9890575579563669,32,0
23,384.54999999999046,849,0.9885630291773887,32,0
24,405.5499999999907,849,0.9880687476628001,31,0
25,390.54999999999063,849,0.9875747132889687,32,0
26,391.54999999999797,849,0.9870809259323243,32,0
27,386.5499999999905,849,0.9865873854693582,32,0
28,410.55000000000706,849,0.9860940917766235,32,0
29,390.54999999999865,849,0.9856010447307353,32,0
30,409.5500000000039,849,0.98510824420837,32,0
31,381.54999999999166,849,0.9846156900862658,31,0
32,405.5499999999906,849,0.9841233822412228,32,0
33,402.54999999999075,849,0.9836313205501022,32,0
34,420.55000000000695,849,0.9831395048898272,32,0
35,400.54999999999103,849,0.9826479351373822,32,0
36,389.5500000000031,849,0.9821566111698136,32,0
37,376.54999999999774,849,0.9816655328642288,32,0
38,411.54999999999046,849,0.9811747000977967,32,0
39,372.54999999999046,849,0.9806841127477479,31,0
40,400.5500000000048,849,0.9801937706913741,32,0
41,385.5499999999908,849,0.9797036738060285,32,0
42,408.54999999999603,849,0.9792138219691255,32,0
43,408.54999999999336,849,0.978724215058141,32,0
44,376.5500000000006,849,0.978234852950612,32,0
45,395.5500000000077,849,0.9777457355241367,32,0
46,396.5500000000029,849,0.9772568626563747,32,0
47,408.5500000000119,849,0.9767682342250465,32,0
48,401.5499999999909,849,0.976279850107934,32,0
49,402.5500000000019,849,0.9757917101828801,32,0
50,419.55000000000956,849,0.9753038143277888,32,0
51,368.54999999999063,849,0.974816162420625,32,0
52,405.5499999999947,849,0.9743287543394147,32,0
53,384.5499999999932,849,0.973841589962245,32,0
54,113.54999999999134,849,0.973354669167264,17,0
55,408.5499999999998,849,0.9728679918326804,32,0
56,385.55000000000445,849,0.972381557836764,32,0
57,420.5499999999905,849,0.9718953670578457,32,0
58,384.5499999999908,849,0.9714094193743169,32,0
59,429.54999999999046,849,0.9709237146646298,32,0
60,407.5499999999983,849,0.9704382528072976,32,0
61,370.5499999999913,849,0.9699530336808939,32,0
62,390.5499999999906,849,0.9694680571640535,32,0
63,348.5499999999905,849,0.9689833231354715,31,0
64,393.5499999999905,849,0.9684988314739038,32,0
65,384.5499999999908,849,0.9680145820581669,32,0
66,411.54999999999046,849,0.9675305747671379,32,0
67,397.5500000000067,849,0.9670468094797544,32,0
68,395.55000000000115,849,0.9665632860750146,32,0
69,390.549999999999,849,0.9660800044319772,32,0
70,388.5499999999909,849,0.9655969644297613,32,0
71,418.54999999999666,849,0.9651141659475465,32,0
72,412.55000000000285,849,0.9646316088645728,32,0
73,368.5499999999996,849,0.9641492930601405,32,0
74,407.5500000000086,849,0.9636672184136105,32,0
75,410.54999999999876,849,0.9631853848044037,32,0
76,406.55000000000274,849,0.9627037921120016,32,0
77,390.55000000000035,849,0.9622224402159457,32,0
78,390.54999999999063,849,0.9617413289958378,32,0
79,423.5500000000068,849,0.9612604583313399,32,0
80,420.55000000000274,849,0.9607798281021742,32,0
81,399.5499999999965,849,0.9602994381881231,32,0
82,399.5500000000034,849,0.9598192884690291,32,0
83,229.54999999999052,849,0.9593393788247946,24,0
84,391.5499999999905,849,0.9588597091353822,32,0
85,404.5499999999977,849,0.9583802792808146,32,0
86,408.55000000000183,849,0.9579010891411742,32,0
87,400.54999999999063,849,0.9574221385966036,32,0
88,389.5500000000015,849,0.9569434275273054,31,0
89,373.5499999999955,849,0.9564649558135419,32,0
90,412.550000000012,849,0.9559867233356352,32,0
91,376.5499999999906,849,0.9555087299739674,32,0
92,390.54999999999626,849,0.9550309756089804,32,0
93,401.55000000000416,849,0.954553460121176,32,0
94,414.5500000000106,849,0.9540761833911156,32,0
95,379.5499999999947,849,0.95359914529942,32,0
96,396.5500000000042,849,0.9531223457267703,32,0
97,400.55000000000837,849,0.952645784553907,32,0
98,417.5500000000054,849,0.9521694616616301,32,0
99,387.54999999999757,849,0.9516933769307994,32,0
100,382.5499999999907,849,0.951217530242334,32,0
101,432.54999999999967,849,0.9507419214772129,32,0
102,404.5499999999994,849,0.9502665505164744,32,0
103,408.5500000000097,849,0.9497914172412162,32,0
104,388.5499999999967,849,0.9493165215325956,32,0
105,390.5499999999907,849,0.9488418632718294,32,0
106,414.54999999999046,849,0.9483674423401935,32,0
107,385.5499999999905,849,0.9478932586190235,32,0
108,410.5500000000074,849,0.9474193119897141,32,0
109,400.5499999999968,849,0.9469456023337193,32,0
